"technology_code","technology_name","sector","technology_category","output_commodity","output_unit","emission_class","process_share_pct","process_co2_kt_per_unit","process_ch4_kt_per_unit","process_n2o_kt_per_unit","process_total_kt_per_unit","energy_direct_kt_per_unit","energy_direct_biomass_zerorated_kt_per_unit","energy_indirect_kt_per_unit","direct_total_kt_per_unit","consumes_biomass_fuel","emissions_released","n_emitting_fuel_inputs","emitting_fuel_commodities","retrofit_to","fuel_factor_year"
"IEEHTHLPG01","High-temperature heat technology based on liquified petroleum gas (boiler)","Electrical engineering","Oil","IEEHTH","PJ","D_pure_energy",0,0,0,0,0,99.2963,99.2963,0,99.2963,FALSE,1,1,"INDLPG",,2021
"IEEHTHNGA01","High-temperature heat technology based on natural gas / biomethane (boiler)","Electrical engineering","Natural gas","IEEHTH","PJ","D_pure_energy",0,0,0,0,0,85.3328361918966,85.3328361918966,0,85.3328361918966,FALSE,1,1,"IND_NGABOM",,2021
"IEELTHBIOS01","Low-temperature heat  technology based on solid biomass (boiler)","Electrical engineering","Biomass","IEELTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IEELTHHCO01","Low-temperature heat  technology based on coal (boiler)","Electrical engineering","Coal","IEELTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IEELTHLPG01","Low-temperature heat  technology based on liquified petroleum gas (boiler)","Electrical engineering","Oil","IEELTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IEELTHNGA01","Low-temperature heat  technology based on natural gas (boiler)","Electrical engineering","Natural gas","IEELTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IEEOTHBIOS01","Generic process technology for other energy services based on solid biomass","Electrical engineering","Biomass","IEEOTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IEEOTHHCO01","Generic process technology for other energy services based on coal","Electrical engineering","Coal","IEEOTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IEEOTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Electrical engineering","Oil","IEEOTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IEEOTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Electrical engineering","Natural gas","IEEOTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IEESPCBIOS01","Low-temperature space heat technology based on solid biomass (boiler)","Electrical engineering","Biomass","IEESPC","PJ","D_pure_energy",0,0,0,0,0,107.888888888889,0,0,107.888888888889,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IEESPCHCO01","Low-temperature space heat  technology based on coal (boiler)","Electrical engineering","Coal","IEESPC","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IEESPCLPG01","Low-temperature space heat technology based on liquified petroleum gas (boiler)","Electrical engineering","Oil","IEESPC","PJ","D_pure_energy",0,0,0,0,0,64.0621290322581,64.0621290322581,0,64.0621290322581,FALSE,1,1,"INDLPG",,2021
"IEESPCNGA01","Low-temperature space heat technology based on natural gas (boiler)","Electrical engineering","Natural gas","IEESPC","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"IEE01","Demand technology (not an actual technology only transforms energy services (IEEHTH, IEELTH, IEEMOT, IEEOTH, IEESPC) into final demand commodity (IEE))","Electrical engineering","Standard_FF","IEE","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IEEHTHELC01","High-temperature heat technology based on electricity (boiler)","Electrical engineering","Electricity","IEEHTH","PJ","E_zero_direct",,0,0,0,0,0,0,117.647058823529,0,FALSE,1,1,"INDDISTELC",,2021
"IEEHTHHDG01","High-temperature heat technology based on hydrogen (boiler)","Electrical engineering","Hydrogen","IEEHTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IEELTHELC01","Low-temperature heat  technology based on electricity (boiler)","Electrical engineering","Electricity","IEELTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IEELTHELCHP01","Low-temperature heat  technology based on heat pump","Electrical engineering","Heat pump","IEELTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IEELTHHDG01","Low-temperature heat  technology based on hydrogen (boiler)","Electrical engineering","Hydrogen","IEELTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IEEMOTELC01","Electric motor technology","Electrical engineering","Electricity","IEEMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"IEEOTHELC01","Generic process technology for other energy services based on electricity","Electrical engineering","Electricity","IEEOTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IEEOTHHDG01","Generic process technology for other energy services based on hydrogen","Electrical engineering","Hydrogen","IEEOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IEESPCELC01","Low-temperature space heat  technology based on electricity (boiler)","Electrical engineering","Electricity","IEESPC","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IEESPCELCHP01","Low-temperature space heat technology based on heat pump","Electrical engineering","Heat pump","IEESPC","PJ","E_zero_direct",,0,0,0,0,0,0,25,0,FALSE,1,1,"INDDISTELC",,2021
"IEESPCHDG01","Low-temperature space heat  technology based on hydrogen (boiler)","Electrical engineering","Hydrogen","IEESPC","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDCHPBIOS01","Steam turbine CHP based on solid biomass","Food & drink","Biomass","IFDSTM","PJ","D_pure_energy",0,0,0,0,0,133.5125,0,0,133.5125,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IFDCHPGT01","Gas turbine CHP based on natural gas","Food & drink","Natural gas","IFDSTM","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"IFDDRYBIOS01","Drying / separation technology based on solid biomass","Food & drink","Biomass","IFDDRY","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IFDDRYHCO01","Drying / separation technology based on coal","Food & drink","Coal","IFDDRY","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IFDDRYLPG01","Drying / separation technology based on liquified petroleum gas","Food & drink","Oil","IFDDRY","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IFDDRYNGA01","Drying / separation technology based on natural gas","Food & drink","Natural gas","IFDDRY","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IFDLTHBIOS01","Low-temperature heat  technology based on solid biomass (boiler)","Food & drink","Biomass","IFDLTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IFDLTHHCO01","Low-temperature heat  technology based on coal (boiler)","Food & drink","Coal","IFDLTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IFDLTHLPG01","Low-temperature heat  technology based on liquified petroleum gas (boiler)","Food & drink","Oil","IFDLTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IFDLTHNGA01","Low-temperature heat  technology based on natural gas (boiler)","Food & drink","Natural gas","IFDLTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IFDOTHBIOS01","Generic process technology for other energy services based on solid biomass","Food & drink","Biomass","IFDOTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IFDOTHHCO01","Generic process technology for other energy services based on coal","Food & drink","Coal","IFDOTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IFDOTHLPG01","Generic process technology for other energy services based on liquified petroleum gas","Food & drink","Oil","IFDOTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IFDOTHNGA01","Generic process technology for other energy services based on natural gas / biomethane","Food & drink","Natural gas","IFDOTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
"IFD01","Demand technology (not an actual technology only transforms energy services (IFDDRY, IFDLTH, IFDMOT, IFDREF, IFDOTH) into final demand commodity (IFD))","Food & drink","Standard_FF","IFD","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDCHPCCGTH01","CCGT CHP based on hydrogen","Food & drink","Hydrogen","IFDSTM","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDDRYELC01","Drying / separation technology based on electricity","Food & drink","Electricity","IFDDRY","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IFDDRYELCHP01","Drying / separation technology based on heat pump","Food & drink","Heat pump","IFDDRY","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IFDDRYHDG01","Drying / separation technology based on hydrogen","Food & drink","Hydrogen","IFDDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDDRYSTM01","Drying / separation technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Food & drink","Steam","IFDDRY","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDLTHELC01","Low-temperature heat  technology based on electricity (boiler)","Food & drink","Electricity","IFDLTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IFDLTHELCHP01","Low-temperature heat  technology based on heat pump","Food & drink","Heat pump","IFDLTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IFDLTHHDG01","Low-temperature heat  technology based on hydrogen (boiler)","Food & drink","Hydrogen","IFDLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDLTHSTM01","Low-temperature heat  technology based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Food & drink","Steam","IFDLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDMOTELC01","Electric motor technology","Food & drink","Electricity","IFDMOT","PJ","E_zero_direct",,0,0,0,0,0,0,102.249488752556,0,FALSE,1,1,"INDDISTELC",,2021
"IFDOTHELC01","Generic process technology for other energy services based on electricity","Food & drink","Electricity","IFDOTH","PJ","E_zero_direct",,0,0,0,0,0,0,101.010101010101,0,FALSE,1,1,"INDDISTELC",,2021
"IFDOTHHDG01","Generic process technology for other energy services based on hydrogen","Food & drink","Hydrogen","IFDOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDOTHSTM01","Generic process technology for other energy services based on low-temperature steam/heat from CHP (not an actual technology, only transfers heat from CHP plants, therefore no cost/capacity)","Food & drink","Steam","IFDOTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IFDREFEHFC01","Refrigeration technology","Food & drink","Electricity","IFDREF","PJ","E_zero_direct",,0,0,0,0,0,0,111.1111,0,FALSE,1,1,"INDDISTELC",,2021
"IFDSTMHP01","Steam generation by heat pump","Food & drink","Heat pump","IFDSTM","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"IGLKLNELC","Electric cold-top furnace","Glass","Electricity","IGLMRG","Mt","A_pure_process",100,39.4,0,0,39.4,0,0,117.65,39.4,FALSE,1,1,"INDDISTELC",,2021
"IGLKLNHYD","Hydrogen furnace with electric boosting","Glass","Hydrogen","IGLMRG","Mt","A_pure_process",100,39.4,0,0,39.4,0,0,50.85,39.4,FALSE,1,1,"INDDISTELC",,2021
"IGLKLN","Regenerative end-port furnace with electric boosting","Glass","Electricity","IGLMRG","Mt","B_process_dominant",54.9,263,0,0,263,215.633613881054,215.633613881054,42.5569915614587,478.633613881054,FALSE,1,3,"IND_NGABOM;INDDISTELC;INDLFO",,2021
"IGLHTHNGA","High-temperature heat technology based on natural gas / biomethane (boiler)","Glass","Standard_FF","IGLHTH","PJ","D_pure_energy",0,0,0,0,0,85.3328361918966,85.3328361918966,0,85.3328361918966,FALSE,1,1,"IND_NGABOM",,2021
"IGL01","Demand technology (not an actual technology only transforms energy services) for the glass sector","Glass","Standard_FF","IGL","Mt","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IGLHTHELC","High-temperature heat technology based on electricity (boiler)","Glass","Electricity","IGLHTH","PJ","E_zero_direct",,0,0,0,0,0,0,111.111111111111,0,FALSE,1,1,"INDDISTELC",,2021
"IGLOTH","Generic process technology for other energy services based on electricity","Glass","Electricity","IGLOTH","PJ","E_zero_direct",,0,0,0,0,0,0,111.111111111111,0,FALSE,1,1,"INDDISTELC",,2021
"PHYGNGALQ01","Natural gas steam reforming, with CCS","Hydrogen","CCS","HYGEN","PJ","A_pure_process",100,65.95375,0,0,65.95375,0,0,0,65.95375,FALSE,0.1,0,"",,2021
"PHYGNGALQ02","Natural gas steam reforming ATR, with CCS","Hydrogen","CCS","HYGEN","PJ","A_pure_process",100,56.59,0,0,56.59,0,0,4.2,56.59,FALSE,0.1,1,"INDDISTELC",,2021
"PHYGCOAQ01","Coal gasification, with CCS","Hydrogen","CCS","HYGEN","PJ","B_process_dominant",95.1,109.3232,0,0,109.3232,5.6372544,5.6372544,0,114.9604544,FALSE,0.1,1,"INDMAINSGAS",,2021
"PHYGBPELQ01","Biomass gasification, with CCS","Hydrogen","CCS","HYGEN","PJ","B_process_dominant",50.3,153.5423,0,0,153.5423,151.51512,0,0,305.05742,TRUE,0.1,1,"INDPELL",,2021
"PHYGEYALSL01","Electrolysis - alkaline","Hydrogen","Electricity","HYGEN","PJ","E_zero_direct",,0,0,0,0,0,0,135.1351,0,FALSE,1,1,"INDDISTELC",,2021
"PHYGEYSL01","Proton exchange membrane","Hydrogen","Electricity","HYGEN","PJ","E_zero_direct",,0,0,0,0,0,0,138.8889,0,FALSE,1,1,"INDDISTELC",,2021
"PHYGEYSOEL01","Electrolysis - Solid Oxide Electrolyser","Hydrogen","Electricity","HYGEN","PJ","E_zero_direct",,0,0,0,0,0,0,134.4836,0,FALSE,1,1,"INDDISTELC",,2021
"IISBOXFUR01","Basic oxygen furnace, standard","Iron & steel","Standard_FF","IISLST","Mt","B_process_dominant",97.6,105.173896789551,0,0,105.173896789551,2.5481075277161,2.5481075277161,12.2692668543574,107.722004317267,FALSE,1,2,"INDCOG;INDDISTELC",,2021
"IISSINTER01","Sinter plant, standard","Iron & steel","Standard_FF","IISSNT","Mt","B_process_dominant",57.5,137.940795898438,0,0,137.940795898438,102.110281012729,102.110281012729,9.14942528411001,240.051076911167,FALSE,1,2,"INDCOK;INDDISTELC",,2021
"IISCASHRHYM01","Hydrogen Caster & hot rolling mill, standard","Iron & steel","Hydrogen","IISHRS","PJ","B_process_dominant",53.6,7.24827480316162,0,0,7.24827480316162,6.28559695283174,6.28559695283174,20.7559937552152,13.5338717559934,FALSE,1,2,"INDCOG;INDDISTELC",,2021
"IISELAFUR01","Electric arc furnace, standard","Iron & steel","Electricity","IISLST","Mt","C_mixed_energy_dominant",22,10.0471096038818,0,0,10.0471096038818,35.7110179038219,35.7110179038219,167,45.7581275077037,FALSE,1,3,"IND_NGABOM;INDCOK;INDDISTELC",,2021
"IISCASHRM01","Caster & hot rolling mill, standard","Iron & steel","Natural gas","IISHRS","Mt","C_mixed_energy_dominant",8.6,7.24827480316162,0,0,7.24827480316162,77.0433817458195,77.0433817458195,20.7559937552152,84.2916565489811,FALSE,1,3,"IND_NGABOM;INDCOG;INDDISTELC",,2021
"IISBLAFUR01","Blast furnace, standard","Iron & steel","Standard_FF","IISPIR","Mt","C_mixed_energy_dominant",4.5,70.7135772705078,0,0,70.7135772705078,1513.43285787091,1513.43285787091,12.1813078615326,1584.14643514142,FALSE,1,6,"IND_NGABOM;INDCOACOK;INDCOG;INDCOK;INDDISTELC;INDHFO",,2021
"IISBOIBIOS01","Biomass boiler","Iron & steel","Biomass","IISLTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IISBOICOG01","Coke oven gas boiler for low temperature heat (boiler)","Iron & steel","Standard_FF","IISLTH","PJ","D_pure_energy",0,0,0,0,0,48.6465217391304,48.6465217391304,0,48.6465217391304,FALSE,1,1,"INDCOG",,2021
"IISBOINGA01","Natural gas boiler for low temperature heat (boiler)","Iron & steel","Natural gas","IISLTH","PJ","D_pure_energy",0,0,0,0,0,55.0534427044494,55.0534427044494,0,55.0534427044494,FALSE,1,1,"IND_NGABOM",,2021
"IISCHPBIOS01","Steam turbine CHP based on solid biomass","Iron & steel","Biomass","IISLTH","PJ","D_pure_energy",0,0,0,0,0,133.5125,0,0,133.5125,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IISCHPCOG01","Gas turbine CHP based on coke oven gas","Iron & steel","Standard_FF","IISLTH","PJ","D_pure_energy",0,0,0,0,0,108.690228571429,108.690228571429,0,108.690228571429,FALSE,1,1,"INDCOG",,2021
"IISCHPGT01","Gas turbine CHP based on natural gas","Iron & steel","Natural gas","IISLTH","PJ","D_pure_energy",0,0,0,0,0,124.342132736764,124.342132736764,0,124.342132736764,FALSE,1,1,"IND_NGABOMLFO",,2021
"IISFINPRO01","Downstream process (energy use to produce finished steel from hot rolled steel)","Iron & steel","Standard_FF","IIS","Mt","D_pure_energy",0,0,0,0,0,45.9960241455538,45.9960241455538,35.2440062447848,45.9960241455538,FALSE,1,2,"IND_NGABOM;INDDISTELC",,2021
"IISHISAR01","HISarna blast furnace","Iron & steel","Standard_FF","IISPIR","Mt","D_pure_energy",0,0,0,0,0,1326.52598510452,1326.52598510452,96.3475406169891,1326.52598510452,TRUE,1,6,"IND_NGABOM;INDCOA;INDCOG;INDDISTELC;INDHFO;INDPELL",,2021
"IISHISARQ01","HISarna blast furnace CCS","Iron & steel","CCS","IISPIR","Mt","D_pure_energy",0,0,0,0,0,1332.27757970903,1332.27757970903,136.607897281647,1332.27757970903,TRUE,0.1,6,"IND_NGABOM;INDCOA;INDCOG;INDDISTELC;INDHFO;INDPELL",,2021
"IISMIDREX01","MIDREX direct reduced iron","Iron & steel","Standard_FF","IISLST","Mt","D_pure_energy",0,0,0,0,0,676.195221366201,676.195221366201,272.335696220398,676.195221366201,FALSE,1,3,"IND_NGABOM;INDCOA;INDDISTELC",,2021
"IISULCOREDQ01","ULCORED direct reduced iron CCS","Iron & steel","CCS","IISLST","Mt","D_pure_energy",0,0,0,0,0,581.593174365087,581.593174365087,301.212811470032,581.593174365087,FALSE,0.1,3,"IND_NGABOM;INDCOA;INDDISTELC",,2021
"IISTGRBFQ01","Top-gas recovery blast furnace with CCS","Iron & steel","CCS","IISPIR","Mt","D_pure_energy",-15.3,-183,0,0,-183,1377.84957514048,1377.84957514048,487.437295913696,1194.84957514048,FALSE,0.1,6,"IND_NGABOM;INDCOA;INDCOG;INDCOK;INDDISTELC;INDHFO",,2021
"IISTGRBF01","Top-gas recovery blast furnace","Iron & steel","Standard_FF","IISPIR","Mt","D_pure_energy",-15.4,-183,0,0,-183,1371.40124387243,1371.40124387243,350.108408927917,1188.40124387243,FALSE,1,6,"IND_NGABOM;INDCOA;INDCOG;INDCOK;INDDISTELC;INDHFO",,2021
"IISBOIBFG01","Blast furnace gas boiler for low temperature heat (boiler)","Iron & steel","Standard_FF","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IISBOIHYG01","Hydrogen boiler for low temperature heat (boiler)","Iron & steel","Hydrogen","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IISCHPBFG01","Gas turbine CHP based on blast furnace gas","Iron & steel","Standard_FF","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IISCHPCCGTH01","CCGT CHP based on hydrogen","Iron & steel","Hydrogen","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IISCHPFCH01_2030","Hydrogen fuel cell CHP (lower cost)","Iron & steel","Hydrogen","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,0,0,FALSE,1,0,"",,2021
"IISLTHELCHP01","Blast furnace gas boiler for low temheat pump","Iron & steel","Heat pump","IISLTH","PJ","E_zero_direct",,0,0,0,0,0,0,33.3333333333333,0,FALSE,1,1,"INDDISTELC",,2021
"ILMKLNOXQ01","BAT kiln full oxyfuel (CCS)","Lime","CCS","ILMCLK","Mt","B_process_dominant",89.5,159.519152704577,0,0,159.519152704577,18.727116518156,18.727116518156,121.543932074764,178.246269222733,FALSE,0.1,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLNPOQ01","Partial oxyfuel dry kiln with CCS","Lime","CCS","ILMCLK","Mt","B_process_dominant",89.5,159.519152704577,0,0,159.519152704577,18.727116518156,18.727116518156,121.543932074764,178.246269222733,FALSE,0.35,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLNCLQ01","Calcium looping kiln","Lime","CCS","ILMCLK","Mt","B_process_dominant",86.9,159.519152704577,0,0,159.519152704577,23.9596973636167,23.9596973636167,31.5439320747643,183.478850068194,FALSE,0.1,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLNMAQ02","Advanced Amine (MDEA) - BAT KILN (Cormos 2017) (CCS)","Lime","CCS","ILMCLK","Mt","B_process_dominant",81.5,159.519152704577,0,0,159.519152704577,36.2317356977417,36.2317356977417,91.5439320747643,195.750888402319,FALSE,0.1,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLND01","Dry kiln, best available technology (BAT)","Lime","Standard_FF","ILMCLK","Mt","B_process_dominant",75.4,159.519152704577,0,0,159.519152704577,52.1650920923221,52.1650920923221,1.54393207476429,211.684244796899,TRUE,1,7,"IND_NGABOM;INDCOA;INDDISTELC;INDHFO;INDLFO;INDMSWINO;INDMSWORG",,2021
"ILMKLNMNQ01","Dry kiln with natural gas CHP and MEA CCS","Lime","CCS","ILMCLK","Mt","B_process_dominant",75.4,159.519152704577,0,0,159.519152704577,52.1650920923221,52.1650920923221,1.54393207476429,211.684244796899,FALSE,0.1,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLNMCQ01","Dry kiln with coal CHP and MEA CCS","Lime","CCS","ILMCLK","Mt","B_process_dominant",54.9,209.177035717226,0,0,209.177035717226,171.875994888658,171.875994888658,32.1473975518939,381.053030605884,FALSE,0.1,5,"IND_NGABOM;INDCOA;INDDISTELC;INDMSWINO;INDNEUMSC",,2021
"ILMKLNWST02","Fluidised bed kiln with waste utilisation","Lime","Standard_FF","ILMCLK","Mt","C_mixed_energy_dominant",5.7,159.519149760006,0,0,159.519149760006,2641.88193653644,2641.88193653644,1.619046811132,2801.40108629645,TRUE,1,7,"IND_NGABOM;INDCOA;INDDISTELC;INDHFO;INDLFO;INDMSWINO;INDMSWORG",,2021
"ILMLOCARB01","Alternative low carbon cement","Lime","Standard_FF","ILM","Mt","C_mixed_energy_dominant",1.9,25.1961981116687,0,0,25.1961981116687,1312.05827618298,1312.05827618298,2.33960998430747,1337.25447429465,TRUE,1,7,"IND_NGABOM;INDCOA;INDDISTELC;INDHFO;INDLFO;INDMSWINO;INDMSWORG",,2021
"ILMGRIMIX01","Grinding and mixing technology","Lime","Electricity","ILM","Mt","E_zero_direct",,0,0,0,0,0,0,7.24871971852711,0,FALSE,1,1,"INDDISTELC",,2021
"ILMGRIMIX02","Grinder and mixer with increased clinker substitution","Lime","Electricity","ILM","Mt","E_zero_direct",,0,0,0,0,0,0,7.24871961068201,0,FALSE,1,1,"INDDISTELC",,2021
"IMEHTHBIOS01","High-temperature heat technology based on solid biomass (boiler)","Mechanical engineering","Biomass","IMEHTH","PJ","D_pure_energy",0,0,0,0,0,161.833333333333,0,0,161.833333333333,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IMEHTHHCO01","High-temperature heat technology based on coal (boiler)","Mechanical engineering","Coal","IMEHTH","PJ","D_pure_energy",0,0,0,0,0,149.359680586627,149.359680586627,0,149.359680586627,FALSE,1,1,"INDCOA",,2021
"IMEHTHLPG01","High-temperature heat technology based on liquified petroleum gas (boiler)","Mechanical engineering","Oil","IMEHTH","PJ","D_pure_energy",0,0,0,0,0,99.2963,99.2963,0,99.2963,FALSE,1,1,"INDLPG",,2021
"IMEHTHNGA01","High-temperature heat technology based on natural gas / biomethane (boiler)","Mechanical engineering","Natural gas","IMEHTH","PJ","D_pure_energy",0,0,0,0,0,85.3328361918966,85.3328361918966,0,85.3328361918966,FALSE,1,1,"IND_NGABOM",,2021
"IMELTHBIOS01","Low-temperature heat  technology based on solid biomass (boiler)","Mechanical engineering","Biomass","IMELTH","PJ","D_pure_energy",0,0,0,0,0,109.101123595506,0,0,109.101123595506,TRUE,1,1,"IND_SOLIDBIOMSW",,2021
"IMELTHHCO01","Low-temperature heat  technology based on coal (boiler)","Mechanical engineering","Coal","IMELTH","PJ","D_pure_energy",0,0,0,0,0,100.691919496602,100.691919496602,0,100.691919496602,FALSE,1,1,"INDCOA",,2021
"IMELTHLPG01","Low-temperature heat  technology based on liquified petroleum gas (boiler)","Mechanical engineering","Oil","IMELTH","PJ","D_pure_energy",0,0,0,0,0,64.7584565217391,64.7584565217391,0,64.7584565217391,FALSE,1,1,"INDLPG",,2021
"IMELTHNGA01","Low-temperature heat  technology based on natural gas (boiler)","Mechanical engineering","Natural gas","IMELTH","PJ","D_pure_energy",0,0,0,0,0,55.6518496903673,55.6518496903673,0,55.6518496903673,FALSE,1,1,"IND_NGABOM",,2021
